"Lipid","Adduct","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334","QC","QC.1","QC.2","QC.3","QC.4","QC.5","QC.6","CV"
"PC 39:4"," [M-Ac-H]-@7.14",18546.9651133156,23275.8576896441,14541.282991194,13942.5319546468,13942.5319546468,14994.1933742864,20090.3062441553,18546.9651133156,16511.7738776391,16977.7126066437,14364.0936677753,14994.1933742864,24359.1009633871,14364.0936677753,14994.1933742864,13222.5141074643,11469.547672019,26386.6191432758,21469.6889966221,17295.4484780253,26386.6191432758,32818.1265976948,16266.6007322848,16266.6007322848,19551.2850426047,15403.1035120041,17295.4484780253,22765.2892577217,22765.2892577217,28562.8753300234,13222.5141074643,20960.3514526219,22765.2892577217,24086.534067023,20960.3514526219,13525.5969603434,23275.8576896441,30921.7774279654,26975.7613843969,24359.1009633871,26154.9063350395,38297.9517129432,33288.4448987544,23275.8576896441,16511.7738776391,35604.7529681929,33288.4448987544,28562.8753300234,18996.1980238552,17653.0468328609,24086.534067023,21875.7054352157,21469.6889966221,20397.3985975092,20960.3514526219,9.97042942454
"plasmenyl-PE 40:4"," [M-H]-@6.64",6543.25764471686,3612.42450746274,4502.5501483236,4989.00768591836,5936.64649159397,4078.29456265301,4167.15954181807,2834.86178398825,4282.32971112297,3944.63350248391,4502.5501483236,3991.3748774096,3885.65596384799,5370.91325114622,7243.7404663457,4621.09206757743,5658.69577603727,5583.55899821461,9827.58516510342,4928.67225282779,4568.04361430066,7468.91020537391,5658.69577603727,5081.82969265839,6893.99101869691,10081.7855588267,8058.29143969921,4568.04361430066,8868.25204713259,4167.15954181807,5252.24897141774,6124.59842367946,5722.81358738548,5484.76882944373,4621.09206757743,6692.07812720161,4748.28122391277,6220.53409162898,5722.81358738548,3612.42450746274,3464.91457629439,6289.33066001893,7842.77379494768,4835.83974370954,5081.82969265839,5153.13534799435,4989.00768591836,4835.83974370954,4989.00768591836,3885.65596384799,5081.82969265839,4621.09206757743,4621.09206757743,4835.83974370954,5444.24300290601,10.205492940243
"PE 40:3"," [M-H]-@7.65",228644.813185374,220351.947479556,190894.456675333,211984.842776692,98514.3900552676,182128.323351054,249085.483983685,220351.947479556,174821.754738674,296763.152977115,352004.975271914,285136.004926193,174821.754738674,249085.483983685,249085.483983685,166169.787073282,311795.647667657,228644.813185374,82573.7838642449,228644.813185374,182128.323351054,228644.813185374,228644.813185374,199872.206548552,182128.323351054,60342.0065430414,80125.0146541009,249085.483983685,101591.649877395,63471.4515910202,151836.85010263,199872.206548552,145525.564021415,182128.323351054,211984.842776692,145525.564021415,220351.947479556,249085.483983685,285136.004926193,190894.456675333,249085.483983685,190894.456675333,285136.004926193,190894.456675333,211984.842776692,220351.947479556,296763.152977115,336573.855192415,249085.483983685,182128.323351054,228644.813185374,220351.947479556,199872.206548552,211984.842776692,199872.206548552,10.3143381326417
"plasmenyl-PE 40:6"," [M-H]-@7.17",311795.647667657,362490.366727177,336573.855192415,311795.647667657,311795.647667657,336573.855192415,352004.975271914,411292.898500065,296763.152977115,336573.855192415,296763.152977115,362490.366727177,352004.975271914,411292.898500065,285136.004926193,220351.947479556,285136.004926193,249085.483983685,211984.842776692,249085.483983685,249085.483983685,311795.647667657,285136.004926193,285136.004926193,285136.004926193,617257.682346834,702224.346138206,512788.22308561,472144.840490419,375529.627625284,472144.840490419,411292.898500065,375529.627625284,432887.007589272,411292.898500065,563651.214799404,512788.22308561,375529.627625284,336573.855192415,375529.627625284,375529.627625284,362490.366727177,362490.366727177,411292.898500065,296763.152977115,336573.855192415,394714.949936202,375529.627625284,362490.366727177,362490.366727177,411292.898500065,336573.855192415,394714.949936202,352004.975271914,296763.152977115,10.4446286573437
"lysoPE 18:3"," [M-H]-@1.17",3660.25599297855,2968.72173068754,3719.73096664114,3464.91457629439,1626.69860289342,2530.81557511034,4621.09206757743,3464.91457629439,2530.81557511034,4078.29456265301,3004.01763718004,2488.25166447273,3612.42450746274,4928.67225282779,1918.79593092549,1712.03191162717,2258.812670135,1338.71237844698,517.860808481724,1182.89941520448,1338.71237844698,1034.92573100347,1338.71237844698,1338.71237844698,2037.93291603604,1118.64210972396,2584.65283142539,10807.0903027805,2584.65283142539,978.956717891724,2233.72773737846,3190.93733642942,1503.80374201632,1257.1392907051,1538.63447488684,517.860808481724,978.956717891724,2622.88783787293,2834.86178398825,2809.51919385145,1118.64210972396,1034.92573100347,1257.1392907051,1712.03191162717,1538.63447488684,1118.64210972396,1538.63447488684,4748.28122391277,2233.72773737846,2488.25166447273,2530.81557511034,1960.74246301565,2459.38728185783,2086.86468213465,2037.93291603604,10.4647615354772
"PE 39:6"," [M-H]-@6.56",129151.795798432,199872.206548552,93754.3318697047,182128.323351054,139579.628641828,104314.230063418,121044.482007913,166169.787073282,132036.420915596,101591.649877395,139579.628641828,132036.420915596,166169.787073282,132036.420915596,113885.939588216,101591.649877395,129151.795798432,182128.323351054,151836.85010263,145525.564021415,166169.787073282,328266.746833452,98514.3900552676,145525.564021415,151836.85010263,228644.813185374,296763.152977115,352004.975271914,311795.647667657,228644.813185374,336573.855192415,296763.152977115,328266.746833452,228644.813185374,228644.813185374,311795.647667657,249085.483983685,285136.004926193,249085.483983685,199872.206548552,174821.754738674,228644.813185374,352004.975271914,228644.813185374,98514.3900552676,228644.813185374,311795.647667657,328266.746833452,220351.947479556,190894.456675333,174821.754738674,166169.787073282,190894.456675333,199872.206548552,166169.787073282,10.5241703496413
"PG 36:4"," [M-H]-@5.52",32818.1265976948,11106.5995383829,28562.8753300234,13767.4155586639,19551.2850426047,16977.7126066437,20397.3985975092,19551.2850426047,34816.2292933379,14994.1933742864,14541.282991194,13767.4155586639,16511.7738776391,18546.9651133156,16266.6007322848,13767.4155586639,28562.8753300234,20694.7584137579,9098.52542038267,21469.6889966221,18546.9651133156,8420.87075083541,23275.8576896441,19551.2850426047,12964.3948766442,21875.7054352157,15403.1035120041,26154.9063350395,14856.5922293296,11106.5995383829,16977.7126066437,8674.60542344305,7958.68099521296,9827.58516510342,7175.47660733322,3124.36269521101,6220.53409162898,17653.0468328609,15403.1035120041,10081.7855588267,8868.25204713259,16977.7126066437,19551.2850426047,18546.9651133156,22765.2892577217,8674.60542344305,16977.7126066437,18227.3106571733,19551.2850426047,16977.7126066437,14541.282991194,14856.5922293296,15403.1035120041,15924.7504294567,15403.1035120041,10.6597375178307
"PC 40:8"," [M-Ac-H]-@5.76",211984.842776692,182128.323351054,199872.206548552,166169.787073282,199872.206548552,139579.628641828,182128.323351054,126004.307551344,199872.206548552,174821.754738674,190894.456675333,174821.754738674,182128.323351054,190894.456675333,211984.842776692,37335.188332672,190894.456675333,267537.008867386,174821.754738674,220351.947479556,228644.813185374,182128.323351054,220351.947479556,211984.842776692,211984.842776692,104314.230063418,139579.628641828,174821.754738674,190894.456675333,166169.787073282,129151.795798432,145525.564021415,151836.85010263,132036.420915596,126004.307551344,132036.420915596,44573.6204245312,199872.206548552,151836.85010263,121044.482007913,104314.230063418,182128.323351054,211984.842776692,174821.754738674,220351.947479556,174821.754738674,174821.754738674,145525.564021415,174821.754738674,151836.85010263,166169.787073282,211984.842776692,182128.323351054,166169.787073282,182128.323351054,10.7198990668628
"CL 74:9"," [M-2H](2-)@9.05",70760.904738422,39833.3047734115,52530.7338662063,33712.1593854565,33288.4448987544,38995.8923045246,52530.7338662063,42899.5234995226,58724.6142706174,45678.3541423267,43832.3602661799,55222.1279283342,60342.0065430414,56448.536332226,44573.6204245312,22765.2892577217,40898.1228379609,50170.0351653354,38995.8923045246,40898.1228379609,63471.4515910202,47292.6383602812,40898.1228379609,36175.8079706462,32818.1265976948,38297.9517129432,35604.7529681929,62449.6329820844,52530.7338662063,20397.3985975092,45678.3541423267,30921.7774279654,26154.9063350395,44573.6204245312,33712.1593854565,26975.7613843969,47292.6383602812,44573.6204245312,43832.3602661799,38995.8923045246,33288.4448987544,60342.0065430414,58724.6142706174,56448.536332226,39833.3047734115,38297.9517129432,42899.5234995226,43832.3602661799,48136.539803773,44573.6204245312,44573.6204245312,39833.3047734115,40898.1228379609,38297.9517129432,34816.2292933379,10.7952974575253
"CL 70:6"," [M-2H](2-)@9.11",80125.0146541009,19551.2850426047,63471.4515910202,31811.2018101496,26975.7613843969,45678.3541423267,60342.0065430414,43832.3602661799,63471.4515910202,50170.0351653354,50170.0351653354,50170.0351653354,56448.536332226,74339.1387505421,58724.6142706174,33288.4448987544,45678.3541423267,45678.3541423267,37335.188332672,54000.7873822487,60342.0065430414,20960.3514526219,38995.8923045246,39833.3047734115,26154.9063350395,21469.6889966221,14364.0936677753,20397.3985975092,24927.793808888,14994.1933742864,32818.1265976948,20694.7584137579,12362.8544060816,20397.3985975092,14541.282991194,13222.5141074643,24086.534067023,22339.1385149186,24927.793808888,18227.3106571733,15924.7504294567,14856.5922293296,26154.9063350395,22765.2892577217,33712.1593854565,11469.547672019,21875.7054352157,18546.9651133156,35604.7529681929,36175.8079706462,35604.7529681929,29833.3524965028,28562.8753300234,30921.7774279654,28562.8753300234,10.8152867938383
"lysoPE 16:0"," [M-H]-@1.69",1085632.68115325,563651.214799404,751429.470397799,563651.214799404,472144.840490419,659799.530305578,659799.530305578,617257.682346834,617257.682346834,1035474.07508239,929044.315194367,751429.470397799,617257.682346834,563651.214799404,472144.840490419,563651.214799404,411292.898500065,512788.22308561,93754.3318697047,563651.214799404,411292.898500065,362490.366727177,362490.366727177,352004.975271914,328266.746833452,336573.855192415,860116.9553139,1085632.68115325,659799.530305578,174821.754738674,702224.346138206,751429.470397799,512788.22308561,512788.22308561,563651.214799404,113885.939588216,296763.152977115,432887.007589272,702224.346138206,512788.22308561,352004.975271914,432887.007589272,702224.346138206,512788.22308561,563651.214799404,375529.627625284,512788.22308561,702224.346138206,563651.214799404,563651.214799404,512788.22308561,659799.530305578,563651.214799404,512788.22308561,472144.840490419,10.8743222081506
"PC 37:3"," [M-Ac-H]-@6.79",10081.7855588267,18227.3106571733,11469.547672019,7243.7404663457,10807.0903027805,11270.4635228106,8058.29143969921,8058.29143969921,10560.0202811424,11106.5995383829,10560.0202811424,9827.58516510342,13942.5319546468,11469.547672019,5484.76882944373,7243.7404663457,9389.09614175612,20960.3514526219,11270.4635228106,6458.12179229517,21875.7054352157,20694.7584137579,15924.7504294567,7581.25015341629,20397.3985975092,5314.72626670759,10560.0202811424,11976.4592245101,18227.3106571733,17295.4484780253,8674.60542344305,12964.3948766442,14994.1933742864,20960.3514526219,12964.3948766442,14159.4172870317,13525.5969603434,16977.7126066437,14364.0936677753,12964.3948766442,18546.9651133156,20694.7584137579,17653.0468328609,14994.1933742864,17295.4484780253,23275.8576896441,19551.2850426047,13767.4155586639,14856.5922293296,11469.547672019,14856.5922293296,15403.1035120041,12964.3948766442,12570.5021574445,14994.1933742864,10.9440095641742
"PC 40:2"," [M-Ac-H]-@7.89",5081.82969265839,6612.71816521373,6220.53409162898,5658.69577603727,12570.5021574445,6692.07812720161,9652.2881630867,8337.67239004813,8580.54116734748,6543.25764471686,6692.07812720161,9098.52542038267,8420.87075083541,8058.29143969921,7045.24217979703,6543.25764471686,10081.7855588267,6820.23597199196,5370.91325114622,5484.76882944373,5583.55899821461,5583.55899821461,6820.23597199196,5658.69577603727,4928.67225282779,3075.91575654467,5153.13534799435,8420.87075083541,4213.9000763739,6543.25764471686,5658.69577603727,5444.24300290601,6543.25764471686,8058.29143969921,6458.12179229517,5583.55899821461,6289.33066001893,11976.4592245101,10213.8036292411,13942.5319546468,11692.1262614862,6612.71816521373,7243.7404663457,6030.59166744479,6124.59842367946,7468.91020537391,7662.26575393545,8868.25204713259,7662.26575393545,6893.99101869691,6612.71816521373,7342.00216429879,6893.99101869691,8337.67239004813,8868.25204713259,11.0589701232291
"lysoPE 16:1"," [M-H]-@1.24",40898.1228379609,11692.1262614862,37335.188332672,23275.8576896441,20960.3514526219,26154.9063350395,36175.8079706462,21875.7054352157,24086.534067023,28562.8753300234,23275.8576896441,31811.2018101496,20090.3062441553,29833.3524965028,28036.3954852253,19551.2850426047,22765.2892577217,20397.3985975092,3944.63350248391,25359.4961376173,22765.2892577217,4130.83029362121,16977.7126066437,14159.4172870317,10390.2614376092,6458.12179229517,9827.58516510342,14541.282991194,15403.1035120041,2405.41617633785,11692.1262614862,11976.4592245101,8868.25204713259,7662.26575393545,6893.99101869691,3241.97360008065,5484.76882944373,8337.67239004813,10081.7855588267,7842.77379494768,7468.91020537391,4130.83029362121,6612.71816521373,8674.60542344305,23275.8576896441,9098.52542038267,4748.28122391277,8058.29143969921,17653.0468328609,16511.7738776391,16511.7738776391,20397.3985975092,19551.2850426047,14541.282991194,17653.0468328609,11.2415179483535
"PG 36:5"," [M-H]-@4.54",2584.65283142539,7662.26575393545,3075.91575654467,9652.2881630867,1712.03191162717,7175.47660733322,10560.0202811424,7342.00216429879,11469.547672019,8420.87075083541,7045.24217979703,4835.83974370954,3004.01763718004,12362.8544060816,9250.64966236269,12184.9155840296,4568.04361430066,4928.67225282779,1034.92573100347,4684.86472175451,3514.42337190523,3660.25599297855,3820.181791235,2233.72773737846,2744.74108536457,16511.7738776391,17653.0468328609,6220.53409162898,5583.55899821461,7175.47660733322,14541.282991194,6612.71816521373,7842.77379494768,5153.13534799435,7045.24217979703,3004.01763718004,5314.72626670759,8580.54116734748,6458.12179229517,9098.52542038267,6458.12179229517,3124.36269521101,6220.53409162898,6220.53409162898,3004.01763718004,5370.91325114622,4078.29456265301,6543.25764471686,7342.00216429879,5868.92201781126,7045.24217979703,7243.7404663457,8058.29143969921,5936.64649159397,7175.47660733322,11.3304470938417
"PG 35:3"," [M-H]-@6.26",7662.26575393545,7243.7404663457,5252.24897141774,7342.00216429879,7581.25015341629,6030.59166744479,6124.59842367946,4502.5501483236,8201.64304747211,5081.82969265839,3885.65596384799,5370.91325114622,4502.5501483236,5583.55899821461,5583.55899821461,5722.81358738548,4167.15954181807,5153.13534799435,4342.12542272719,6124.59842367946,4502.5501483236,5722.81358738548,5081.82969265839,4342.12542272719,5658.69577603727,9098.52542038267,7958.68099521296,4621.09206757743,8420.87075083541,12570.5021574445,7958.68099521296,6893.99101869691,8580.54116734748,6543.25764471686,5252.24897141774,5153.13534799435,6893.99101869691,5722.81358738548,6220.53409162898,10560.0202811424,8674.60542344305,7468.91020537391,4748.28122391277,6692.07812720161,5722.81358738548,9389.09614175612,8201.64304747211,7842.77379494768,5314.72626670759,4989.00768591836,4078.29456265301,5444.24300290601,5444.24300290601,6030.59166744479,5370.91325114622,11.4096726360182
"PE 39:5"," [M-H]-@6.79",71869.8109222765,63471.4515910202,50170.0351653354,62449.6329820844,89756.1928241146,54000.7873822487,62449.6329820844,66772.8036080204,69382.8734553005,69382.8734553005,66772.8036080204,77856.7261190995,101591.649877395,62449.6329820844,89756.1928241146,54000.7873822487,71869.8109222765,85302.2070384946,113885.939588216,89756.1928241146,98514.3900552676,80125.0146541009,74339.1387505421,77856.7261190995,96213.6882275837,70760.904738422,85302.2070384946,87717.4768339602,96213.6882275837,74339.1387505421,69382.8734553005,77856.7261190995,91346.6549742346,64793.5896416226,56448.536332226,89756.1928241146,71869.8109222765,80125.0146541009,74339.1387505421,62449.6329820844,66772.8036080204,85302.2070384946,91346.6549742346,66772.8036080204,82573.7838642449,69382.8734553005,64793.5896416226,70760.904738422,66772.8036080204,64793.5896416226,85302.2070384946,66772.8036080204,66772.8036080204,60342.0065430414,71869.8109222765,11.5655627519383
"PC 37:1"," [M-Ac-H]-@7.56",12184.9155840296,10213.8036292411,12362.8544060816,11692.1262614862,11106.5995383829,11976.4592245101,13767.4155586639,14994.1933742864,12964.3948766442,16266.6007322848,14856.5922293296,16511.7738776391,14994.1933742864,18227.3106571733,18546.9651133156,21469.6889966221,25359.4961376173,16977.7126066437,10560.0202811424,19551.2850426047,20090.3062441553,11692.1262614862,26386.6191432758,28036.3954852253,25359.4961376173,7581.25015341629,12570.5021574445,12796.5625080866,7581.25015341629,7662.26575393545,11976.4592245101,8337.67239004813,11976.4592245101,11270.4635228106,10807.0903027805,7045.24217979703,9652.2881630867,13525.5969603434,10807.0903027805,8580.54116734748,10560.0202811424,11469.547672019,10213.8036292411,8580.54116734748,26154.9063350395,12184.9155840296,14364.0936677753,11469.547672019,13767.4155586639,14541.282991194,13942.5319546468,10081.7855588267,13222.5141074643,11976.4592245101,13942.5319546468,11.8229723148431
"CL 72:7"," [M-2H](2-)@9.13",174821.754738674,139579.628641828,145525.564021415,145525.564021415,77856.7261190995,121044.482007913,129151.795798432,129151.795798432,139579.628641828,70760.904738422,151836.85010263,139579.628641828,121044.482007913,151836.85010263,132036.420915596,93754.3318697047,77856.7261190995,151836.85010263,126004.307551344,113885.939588216,132036.420915596,174821.754738674,91346.6549742346,82573.7838642449,76887.4647095449,139579.628641828,129151.795798432,132036.420915596,166169.787073282,87717.4768339602,190894.456675333,132036.420915596,104314.230063418,98514.3900552676,129151.795798432,98514.3900552676,190894.456675333,121044.482007913,126004.307551344,101591.649877395,89756.1928241146,174821.754738674,145525.564021415,151836.85010263,77856.7261190995,93754.3318697047,132036.420915596,129151.795798432,121044.482007913,129151.795798432,113885.939588216,121044.482007913,96213.6882275837,101591.649877395,96213.6882275837,11.9680459671229
"PE 37:5"," [M-H]-@6.23",98514.3900552676,96213.6882275837,98514.3900552676,66772.8036080204,166169.787073282,129151.795798432,87717.4768339602,60342.0065430414,109331.860803225,87717.4768339602,69382.8734553005,80125.0146541009,93754.3318697047,55222.1279283342,96213.6882275837,76887.4647095449,74339.1387505421,129151.795798432,145525.564021415,174821.754738674,121044.482007913,85302.2070384946,93754.3318697047,121044.482007913,139579.628641828,69382.8734553005,55222.1279283342,41786.3781778188,98514.3900552676,113885.939588216,62449.6329820844,58724.6142706174,87717.4768339602,91346.6549742346,96213.6882275837,93754.3318697047,64793.5896416226,70760.904738422,76887.4647095449,69382.8734553005,91346.6549742346,96213.6882275837,69382.8734553005,104314.230063418,126004.307551344,104314.230063418,80125.0146541009,62449.6329820844,70760.904738422,80125.0146541009,82573.7838642449,89756.1928241146,87717.4768339602,89756.1928241146,104314.230063418,11.9848083486136
"PE 37:4"," [M-H]-@6.71",362490.366727177,328266.746833452,285136.004926193,336573.855192415,285136.004926193,362490.366727177,375529.627625284,432887.007589272,394714.949936202,190894.456675333,228644.813185374,267537.008867386,362490.366727177,311795.647667657,336573.855192415,267537.008867386,249085.483983685,285136.004926193,336573.855192415,296763.152977115,311795.647667657,375529.627625284,267537.008867386,328266.746833452,311795.647667657,362490.366727177,311795.647667657,472144.840490419,432887.007589272,563651.214799404,512788.22308561,472144.840490419,617257.682346834,362490.366727177,296763.152977115,336573.855192415,311795.647667657,512788.22308561,512788.22308561,563651.214799404,411292.898500065,472144.840490419,411292.898500065,352004.975271914,267537.008867386,311795.647667657,432887.007589272,394714.949936202,375529.627625284,375529.627625284,362490.366727177,311795.647667657,411292.898500065,362490.366727177,285136.004926193,11.9941726732609
"plasmenyl-PE 42:5"," [M-H]-@7.87",101591.649877395,113885.939588216,91346.6549742346,93754.3318697047,74339.1387505421,71869.8109222765,109331.860803225,98514.3900552676,98514.3900552676,129151.795798432,129151.795798432,121044.482007913,126004.307551344,113885.939588216,87717.4768339602,98514.3900552676,104314.230063418,77856.7261190995,44573.6204245312,77856.7261190995,76887.4647095449,104314.230063418,80125.0146541009,66772.8036080204,91346.6549742346,126004.307551344,121044.482007913,98514.3900552676,129151.795798432,71869.8109222765,113885.939588216,174821.754738674,132036.420915596,151836.85010263,166169.787073282,121044.482007913,139579.628641828,91346.6549742346,54000.7873822487,87717.4768339602,93754.3318697047,89756.1928241146,98514.3900552676,77856.7261190995,96213.6882275837,96213.6882275837,109331.860803225,121044.482007913,113885.939588216,113885.939588216,129151.795798432,145525.564021415,121044.482007913,98514.3900552676,121044.482007913,12.0922214739645
"PE 40:2"," [M-H]-@8.00",76887.4647095449,132036.420915596,70760.904738422,77856.7261190995,41786.3781778188,63471.4515910202,101591.649877395,113885.939588216,77856.7261190995,91346.6549742346,96213.6882275837,113885.939588216,91346.6549742346,104314.230063418,91346.6549742346,91346.6549742346,89756.1928241146,80125.0146541009,39833.3047734115,91346.6549742346,74339.1387505421,113885.939588216,87717.4768339602,69382.8734553005,62449.6329820844,24927.793808888,44573.6204245312,80125.0146541009,50170.0351653354,33288.4448987544,98514.3900552676,93754.3318697047,62449.6329820844,71869.8109222765,87717.4768339602,52530.7338662063,87717.4768339602,174821.754738674,199872.206548552,113885.939588216,139579.628641828,87717.4768339602,126004.307551344,89756.1928241146,63471.4515910202,91346.6549742346,126004.307551344,220351.947479556,101591.649877395,96213.6882275837,96213.6882275837,82573.7838642449,77856.7261190995,77856.7261190995,76887.4647095449,12.1582311666349
"plasmenyl-PE 40:2"," [M-H]-@8.29",33288.4448987544,42899.5234995226,26154.9063350395,48136.539803773,35604.7529681929,24927.793808888,18546.9651133156,40898.1228379609,26386.6191432758,39833.3047734115,28036.3954852253,36175.8079706462,35604.7529681929,44573.6204245312,48136.539803773,85302.2070384946,38995.8923045246,30921.7774279654,13222.5141074643,34816.2292933379,54000.7873822487,39833.3047734115,41786.3781778188,44573.6204245312,38297.9517129432,1221.38577054771,45678.3541423267,56448.536332226,55222.1279283342,941.024114215905,47292.6383602812,35604.7529681929,33288.4448987544,35604.7529681929,40898.1228379609,4342.12542272719,22765.2892577217,36175.8079706462,38297.9517129432,26386.6191432758,16511.7738776391,23275.8576896441,38297.9517129432,26975.7613843969,40898.1228379609,20960.3514526219,36175.8079706462,38297.9517129432,36175.8079706462,32818.1265976948,37335.188332672,38995.8923045246,43832.3602661799,42899.5234995226,31811.2018101496,12.2187697180106
"PE 42:6"," [M-H]-@7.49",87717.4768339602,89756.1928241146,87717.4768339602,190894.456675333,70760.904738422,82573.7838642449,151836.85010263,151836.85010263,82573.7838642449,151836.85010263,199872.206548552,145525.564021415,113885.939588216,91346.6549742346,62449.6329820844,66772.8036080204,126004.307551344,109331.860803225,54000.7873822487,104314.230063418,71869.8109222765,139579.628641828,121044.482007913,64793.5896416226,82573.7838642449,74339.1387505421,40898.1228379609,96213.6882275837,77856.7261190995,76887.4647095449,139579.628641828,285136.004926193,166169.787073282,166169.787073282,174821.754738674,182128.323351054,267537.008867386,129151.795798432,228644.813185374,166169.787073282,190894.456675333,113885.939588216,174821.754738674,109331.860803225,91346.6549742346,166169.787073282,139579.628641828,296763.152977115,132036.420915596,132036.420915596,121044.482007913,113885.939588216,101591.649877395,104314.230063418,98514.3900552676,12.2373895107117
"CL 76:3"," [M-2H](2-)@7.15",26154.9063350395,33288.4448987544,22765.2892577217,76887.4647095449,22765.2892577217,26975.7613843969,40898.1228379609,50170.0351653354,32818.1265976948,11976.4592245101,22339.1385149186,20960.3514526219,28562.8753300234,20090.3062441553,24927.793808888,28036.3954852253,10560.0202811424,24086.534067023,16511.7738776391,28036.3954852253,23275.8576896441,43832.3602661799,14994.1933742864,18546.9651133156,14541.282991194,38995.8923045246,37335.188332672,52530.7338662063,37335.188332672,52530.7338662063,60342.0065430414,76887.4647095449,76887.4647095449,26154.9063350395,38297.9517129432,19551.2850426047,85302.2070384946,62449.6329820844,63471.4515910202,82573.7838642449,43832.3602661799,47292.6383602812,43832.3602661799,39833.3047734115,16266.6007322848,44573.6204245312,60342.0065430414,71869.8109222765,34816.2292933379,42899.5234995226,38995.8923045246,28562.8753300234,37335.188332672,39833.3047734115,36175.8079706462,12.281934503441
"PS 40:6"," [M-H]-@5.93",617257.682346834,702224.346138206,659799.530305578,1035474.07508239,563651.214799404,751429.470397799,751429.470397799,659799.530305578,702224.346138206,375529.627625284,617257.682346834,617257.682346834,751429.470397799,751429.470397799,659799.530305578,659799.530305578,512788.22308561,860116.9553139,394714.949936202,617257.682346834,1035474.07508239,1035474.07508239,617257.682346834,929044.315194367,702224.346138206,860116.9553139,751429.470397799,617257.682346834,702224.346138206,929044.315194367,1035474.07508239,617257.682346834,929044.315194367,617257.682346834,751429.470397799,432887.007589272,860116.9553139,563651.214799404,659799.530305578,702224.346138206,659799.530305578,929044.315194367,751429.470397799,860116.9553139,659799.530305578,702224.346138206,702224.346138206,659799.530305578,659799.530305578,702224.346138206,702224.346138206,472144.840490419,702224.346138206,659799.530305578,659799.530305578,12.5534192054609
"plasmenyl-PE 35:1"," [M-H]-@7.47",8868.25204713259,8674.60542344305,7243.7404663457,11270.4635228106,7342.00216429879,7342.00216429879,10807.0903027805,9652.2881630867,9652.2881630867,8868.25204713259,10081.7855588267,7662.26575393545,6543.25764471686,11106.5995383829,6820.23597199196,7581.25015341629,14541.282991194,6124.59842367946,5583.55899821461,6820.23597199196,9827.58516510342,4989.00768591836,10560.0202811424,7045.24217979703,11270.4635228106,9389.09614175612,7045.24217979703,6030.59166744479,11270.4635228106,4928.67225282779,11469.547672019,14856.5922293296,11106.5995383829,13942.5319546468,15924.7504294567,7581.25015341629,17653.0468328609,4835.83974370954,6289.33066001893,6893.99101869691,5081.82969265839,4342.12542272719,4621.09206757743,4130.83029362121,7243.7404663457,8201.64304747211,6369.13933549184,6220.53409162898,8580.54116734748,8674.60542344305,9250.64966236269,7175.47660733322,10560.0202811424,8420.87075083541,10081.7855588267,12.5590544475127
"PE 38:3"," [M-H]-@7.24",1809158.7219565,1502387.29254284,1335413.27963846,1085632.68115325,1085632.68115325,1191863.94024692,1275642.44385173,1121428.542682,1191863.94024692,1085632.68115325,1335413.27963846,1335413.27963846,1275642.44385173,1335413.27963846,1335413.27963846,860116.9553139,1035474.07508239,1085632.68115325,1191863.94024692,1085632.68115325,1275642.44385173,1275642.44385173,1275642.44385173,659799.530305578,1085632.68115325,1035474.07508239,1191863.94024692,1191863.94024692,1191863.94024692,1085632.68115325,1191863.94024692,1275642.44385173,1191863.94024692,1085632.68115325,1335413.27963846,1809158.7219565,1502387.29254284,1402081.73811368,1502387.29254284,1121428.542682,1191863.94024692,1275642.44385173,1809158.7219565,1121428.542682,1085632.68115325,1191863.94024692,1402081.73811368,1335413.27963846,1402081.73811368,1191863.94024692,1502387.29254284,1502387.29254284,1275642.44385173,1085632.68115325,1191863.94024692,12.5639053714658
